,prop_desc,prop_price(£),prop_size(lower) SQ Ft,prop_size(upper) SQ Ft
239,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,"2,906 "," 8,030 "
240,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.0,523 ,
241,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.0,523 ,
242,"A3/A4 Unit To Let or For Sale, 348 Coldharbour Lane, Brixton, SW9 8QH",550000.0,560 ,
243,"1-3 Michael Road, Chelsea, SW6 2ER",,"5,889 ",
244,"Lillie Road, Fulham SW6, SW6 1TL, Earl's Court, SW6 1TL",1999950.0,"3,891 ",
245,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",,"1,638 "," 5,446 "
246,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",770000.0,"2,152 ",
247,"3, Kelvedon Road, Parsons Green, SW6 5BP",,"1,406 ",
248,"Ground Floor Office Suite, Genoa House, Battersea Reach, Battersea, SW18 1FY",925000.0,"1,728 ",
249,"Public House Offered In Shell Condition, 177 Grove Street, Deptford, SE8 3QQ",,"2,900 ",
250,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",880000.0,"1,316 ",
251,"Riverside Residential Development Opportunity, Victoria Works, Osiers Road, London, SW18 1NR",,44132 ,
252,"Studio/Office Premises for Sale, 26 Point Pleasant, Wandsworth, SW18 1GG",1245000.0,"2,477 ",
253,"Office / Residential Opportunity, 40 Great Smith Street, Westminster, SW1P 3BU",3400000.0,"1,695 "," 4,645 "
254,"B1 Unit or May Suit A1, A2, D1, D2 (STP), Palace View, 1 Lambeth High Street, Southwark, SE1 7JN",2250000.0,"5,690 ",
255,"Office Suites Finished To A High Specification, Trident House, 46-48 Webber Street, Lambeth, SE1 8QW",,"2,158 "," 4,316 "
256,"Self Contained Office Over Ground & Lower Ground, 177 Southwark Bridge Road, Southwark, SE1 0ED",575000.0,"1,113 ",
257,"Lower Ground Floor South, Nell Gwynn House, Drayco, London, SW3 3AX",,"5,068 ",
258,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",,"3,950 ",
259,"27 Kelso Place , Kensington, London, W8 5QG",5500000.0,"5,530 ",
260,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB",625000.0,"1,632 ",
261,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,"2,906 "," 8,030 "
262,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.0,523 ,
263,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.0,523 ,
264,"A3/A4 Unit To Let or For Sale, 348 Coldharbour Lane, Brixton, SW9 8QH",550000.0,560 ,
265,"1-3 Michael Road, Chelsea, SW6 2ER",,"5,889 ",
266,"Lillie Road, Fulham SW6, SW6 1TL, Earl's Court, SW6 1TL",1999950.0,"3,891 ",
267,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",,"1,638 "," 5,446 "
268,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",770000.0,"2,152 ",
269,"3, Kelvedon Road, Parsons Green, SW6 5BP",,"1,406 ",
270,"Ground Floor Office Suite, Genoa House, Battersea Reach, Battersea, SW18 1FY",925000.0,"1,728 ",
271,"Public House Offered In Shell Condition, 177 Grove Street, Deptford, SE8 3QQ",,"2,900 ",
272,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",880000.0,"1,316 ",
273,"Riverside Residential Development Opportunity, Victoria Works, Osiers Road, London, SW18 1NR",,44132 ,
274,"Studio/Office Premises for Sale, 26 Point Pleasant, Wandsworth, SW18 1GG",1245000.0,"2,477 ",
275,"For Sale | The Octave | High Specification Residen, 203, WILLESDEN LANE, London, NW6 7YR",,,
276,"Office / Residential Opportunity, 40 Great Smith Street, Westminster, SW1P 3BU",3400000.0,"1,695 "," 4,645 "
277,"B1 Unit or May Suit A1, A2, D1, D2 (STP), Palace View, 1 Lambeth High Street, Southwark, SE1 7JN",2250000.0,"5,690 ",
278,"Office Suites Finished To A High Specification, Trident House, 46-48 Webber Street, Lambeth, SE1 8QW",,"2,158 "," 4,316 "
279,"Self Contained Office Over Ground & Lower Ground, 177 Southwark Bridge Road, Southwark, SE1 0ED",575000.0,"1,113 ",
280,"Lower Ground Floor South, Nell Gwynn House, Drayco, London, SW3 3AX",,"5,068 ",
281,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",,"3,950 ",
282,"27 Kelso Place , Kensington, London, W8 5QG",5500000.0,"5,530 ",
283,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB",625000.0,"1,632 ",
284,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,"2,906 "," 8,030 "
285,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.0,523 ,
286,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.0,523 ,
287,"A3/A4 Unit To Let or For Sale, 348 Coldharbour Lane, Brixton, SW9 8QH",550000.0,560 ,
288,"1-3 Michael Road, Chelsea, SW6 2ER",,"5,889 ",
289,"Lillie Road, Fulham SW6, SW6 1TL, Earl's Court, SW6 1TL",1999950.0,"3,891 ",
290,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",,"1,638 "," 5,446 "
291,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",770000.0,"2,152 ",
292,"3, Kelvedon Road, Parsons Green, SW6 5BP",,"1,406 ",
293,"Ground Floor Office Suite, Genoa House, Battersea Reach, Battersea, SW18 1FY",925000.0,"1,728 ",
294,"Public House Offered In Shell Condition, 177 Grove Street, Deptford, SE8 3QQ",,"2,900 ",
295,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",880000.0,"1,316 ",
296,"Riverside Residential Development Opportunity, Victoria Works, Osiers Road, London, SW18 1NR",,44132 ,
297,"Studio/Office Premises for Sale, 26 Point Pleasant, Wandsworth, SW18 1GG",1245000.0,"2,477 ",
298,"For Sale | The Octave | High Specification Residen, 203, WILLESDEN LANE, London, NW6 7YR",,,
299,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG",1000000.0,"1,785 ",
300,"Office / Residential Opportunity, 40 Great Smith Street, Westminster, SW1P 3BU",3400000.0,"1,695 "," 4,645 "
301,"B1 Unit or May Suit A1, A2, D1, D2 (STP), Palace View, 1 Lambeth High Street, Southwark, SE1 7JN",2250000.0,"5,690 ",
302,"Office Suites Finished To A High Specification, Trident House, 46-48 Webber Street, Lambeth, SE1 8QW",,"2,158 "," 4,316 "
303,"Self Contained Office Over Ground & Lower Ground, 177 Southwark Bridge Road, Southwark, SE1 0ED",575000.0,"1,113 ",
304,"Lower Ground Floor South, Nell Gwynn House, Drayco, London, SW3 3AX",,"5,068 ",
305,"Mixed Use Commercial Premises With High Ceilings, 341-345 Battersea Park Road, Battersea, SW11 4LS",,"3,950 ",
306,"27 Kelso Place , Kensington, London, W8 5QG",5500000.0,"5,530 ",
307,"Ground & Lower Ground Office Suites, Larkhall Quarter, 156 Edgeley Road, Clapham, SW4 6HB",625000.0,"1,632 ",
308,"Fortess Works, Fortess Grove, Kentish Town, London, NW5 2HD",,"2,906 "," 8,030 "
309,"Self-Contained Ground Floor Office , Unit 3, 10 Gwynne Road, Battersea, SW11 3GL",295000.0,523 ,
310,"Self-Contained Ground Floor Office Suite, 3 Gwynne Road, Battersea, SW11 3GL",295000.0,523 ,
311,"A3/A4 Unit To Let or For Sale, 348 Coldharbour Lane, Brixton, SW9 8QH",550000.0,560 ,
312,"1-3 Michael Road, Chelsea, SW6 2ER",,"5,889 ",
313,"Lillie Road, Fulham SW6, SW6 1TL, Earl's Court, SW6 1TL",1999950.0,"3,891 ",
314,"3 Retail Units For Sale/To Let, Canada Water, 24-28 Quebec Way, Rotherhithe, SE16 7LF",,"1,638 "," 5,446 "
315,"Retail Unit With Small Yard To The Rear, 91-93 Queen’s Road, Peckham, SE15 2EZ",770000.0,"2,152 ",
316,"3, Kelvedon Road, Parsons Green, SW6 5BP",,"1,406 ",
317,"Ground Floor Office Suite, Genoa House, Battersea Reach, Battersea, SW18 1FY",925000.0,"1,728 ",
318,"Public House Offered In Shell Condition, 177 Grove Street, Deptford, SE8 3QQ",,"2,900 ",
319,"Retail Investment, 5 Milliners House, Eastfields Avenue, Riverside Quarter, Wandsworth, SW18 1LP",880000.0,"1,316 ",
320,"Riverside Residential Development Opportunity, Victoria Works, Osiers Road, London, SW18 1NR",,44132 ,
321,"Studio/Office Premises for Sale, 26 Point Pleasant, Wandsworth, SW18 1GG",1245000.0,"2,477 ",
322,"For Sale | The Octave | High Specification Residen, 203, WILLESDEN LANE, London, NW6 7YR",,,
323,"Self-Contained Office Building, 5 Jaggard Way, Wandsworth Common, SW12 8SG",1000000.0,"1,785 ",
324,"Two Commercial Premises With B1 Consent, 175 Wandsworth High Street, Wandsworth, SW18 4JB",495000.0,"1,136 "," 2,732 "
325,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
326,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
327,"Office Suite In Excellent Condition, Suite 37, Beaufort Court , Admirals Way, London, E14 9XL",,"1,400 ",
328,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
329,"Office Suite In Excellent Condition, Suite 37, Beaufort Court , Admirals Way, London, E14 9XL",,"1,400 ",
330,"Martins Yard, 198 Drakefell Road, London, SE4 2DS",9500000.0,38785 ,
331,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
332,"Office Suite In Excellent Condition, Suite 37, Beaufort Court , Admirals Way, London, E14 9XL",,"1,400 ",
333,"Martins Yard, 198 Drakefell Road, London, SE4 2DS",9500000.0,38785 ,
334,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",947000.0,"1,993 ",
335,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
336,"Office Suite In Excellent Condition, Suite 37, Beaufort Court , Admirals Way, London, E14 9XL",,"1,400 ",
337,"Martins Yard, 198 Drakefell Road, London, SE4 2DS",9500000.0,38785 ,
338,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",947000.0,"1,993 ",
339,"Restaurant with Residential Above, 195 Castelnau, Barnes, SW13 9ER",1400000.0,"2,182 ",
340,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
341,"Office Suite In Excellent Condition, Suite 37, Beaufort Court , Admirals Way, London, E14 9XL",,"1,400 ",
342,"Martins Yard, 198 Drakefell Road, London, SE4 2DS",9500000.0,38785 ,
343,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",947000.0,"1,993 ",
344,"Restaurant with Residential Above, 195 Castelnau, Barnes, SW13 9ER",1400000.0,"2,182 ",
345,"Wightman Road, Harringay N4, N4 1RU, Harringay, N4 1RU",7500000.0,"3,000 ",
346,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
347,"Office Suite In Excellent Condition, Suite 37, Beaufort Court , Admirals Way, London, E14 9XL",,"1,400 ",
348,"Martins Yard, 198 Drakefell Road, London, SE4 2DS",9500000.0,38785 ,
349,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",947000.0,"1,993 ",
350,"Restaurant with Residential Above, 195 Castelnau, Barnes, SW13 9ER",1400000.0,"2,182 ",
351,"Wightman Road, Harringay N4, N4 1RU, Harringay, N4 1RU",7500000.0,"3,000 ",
352,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",1500000.0,515 ,
353,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
354,"Office Suite In Excellent Condition, Suite 37, Beaufort Court , Admirals Way, London, E14 9XL",,"1,400 ",
355,"Martins Yard, 198 Drakefell Road, London, SE4 2DS",9500000.0,38785 ,
356,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",947000.0,"1,993 ",
357,"Restaurant with Residential Above, 195 Castelnau, Barnes, SW13 9ER",1400000.0,"2,182 ",
358,"Wightman Road, Harringay N4, N4 1RU, Harringay, N4 1RU",7500000.0,"3,000 ",
359,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",1500000.0,515 ,
360,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.0,"1,133 ",
361,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
362,"Office Suite In Excellent Condition, Suite 37, Beaufort Court , Admirals Way, London, E14 9XL",,"1,400 ",
363,"Martins Yard, 198 Drakefell Road, London, SE4 2DS",9500000.0,38785 ,
364,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",947000.0,"1,993 ",
365,"Restaurant with Residential Above, 195 Castelnau, Barnes, SW13 9ER",1400000.0,"2,182 ",
366,"Wightman Road, Harringay N4, N4 1RU, Harringay, N4 1RU",7500000.0,"3,000 ",
367,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",1500000.0,515 ,
368,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.0,"1,133 ",
369,"D1 Use Building For Sale, 14A Stowage, Deptford, SE8 3ED",750000.0,"3,600 ",
370,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
371,"Office Suite In Excellent Condition, Suite 37, Beaufort Court , Admirals Way, London, E14 9XL",,"1,400 ",
372,"Martins Yard, 198 Drakefell Road, London, SE4 2DS",9500000.0,38785 ,
373,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",947000.0,"1,993 ",
374,"Restaurant with Residential Above, 195 Castelnau, Barnes, SW13 9ER",1400000.0,"2,182 ",
375,"Wightman Road, Harringay N4, N4 1RU, Harringay, N4 1RU",7500000.0,"3,000 ",
376,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",1500000.0,515 ,
377,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.0,"1,133 ",
378,"D1 Use Building For Sale, 14A Stowage, Deptford, SE8 3ED",750000.0,"3,600 ",
379,"Unit 20 & 21, Cranford Way, London, N8 9DG",1500000.0,"9,055 ",
380,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
381,"Office Suite In Excellent Condition, Suite 37, Beaufort Court , Admirals Way, London, E14 9XL",,"1,400 ",
382,"Martins Yard, 198 Drakefell Road, London, SE4 2DS",9500000.0,38785 ,
383,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",947000.0,"1,993 ",
384,"Restaurant with Residential Above, 195 Castelnau, Barnes, SW13 9ER",1400000.0,"2,182 ",
385,"Wightman Road, Harringay N4, N4 1RU, Harringay, N4 1RU",7500000.0,"3,000 ",
386,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",1500000.0,515 ,
387,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.0,"1,133 ",
388,"D1 Use Building For Sale, 14A Stowage, Deptford, SE8 3ED",750000.0,"3,600 ",
389,"Unit 20 & 21, Cranford Way, London, N8 9DG",1500000.0,"9,055 ",
390,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",390000.0,"1,491 "," 3,036 "
391,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
392,"Office Suite In Excellent Condition, Suite 37, Beaufort Court , Admirals Way, London, E14 9XL",,"1,400 ",
393,"Martins Yard, 198 Drakefell Road, London, SE4 2DS",9500000.0,38785 ,
394,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",947000.0,"1,993 ",
395,"Restaurant with Residential Above, 195 Castelnau, Barnes, SW13 9ER",1400000.0,"2,182 ",
396,"Wightman Road, Harringay N4, N4 1RU, Harringay, N4 1RU",7500000.0,"3,000 ",
397,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",1500000.0,515 ,
398,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.0,"1,133 ",
399,"D1 Use Building For Sale, 14A Stowage, Deptford, SE8 3ED",750000.0,"3,600 ",
400,"Unit 20 & 21, Cranford Way, London, N8 9DG",1500000.0,"9,055 ",
401,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",390000.0,"1,491 "," 3,036 "
402,"138-146, High Road, Streatham, SW16 1BJ",2700000.0,"16,932 ",
403,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
404,"Office Suite In Excellent Condition, Suite 37, Beaufort Court , Admirals Way, London, E14 9XL",,"1,400 ",
405,"Martins Yard, 198 Drakefell Road, London, SE4 2DS",9500000.0,38785 ,
406,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",947000.0,"1,993 ",
407,"Restaurant with Residential Above, 195 Castelnau, Barnes, SW13 9ER",1400000.0,"2,182 ",
408,"Wightman Road, Harringay N4, N4 1RU, Harringay, N4 1RU",7500000.0,"3,000 ",
409,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",1500000.0,515 ,
410,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.0,"1,133 ",
411,"D1 Use Building For Sale, 14A Stowage, Deptford, SE8 3ED",750000.0,"3,600 ",
412,"Unit 20 & 21, Cranford Way, London, N8 9DG",1500000.0,"9,055 ",
413,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",390000.0,"1,491 "," 3,036 "
414,"138-146, High Road, Streatham, SW16 1BJ",2700000.0,"16,932 ",
415,"Residential Development Opportunity, 91B Mora Road, Cricklewood, NW2 6TB",,"3,373 ",
416,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
417,"Office Suite In Excellent Condition, Suite 37, Beaufort Court , Admirals Way, London, E14 9XL",,"1,400 ",
418,"Martins Yard, 198 Drakefell Road, London, SE4 2DS",9500000.0,38785 ,
419,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",947000.0,"1,993 ",
420,"Restaurant with Residential Above, 195 Castelnau, Barnes, SW13 9ER",1400000.0,"2,182 ",
421,"Wightman Road, Harringay N4, N4 1RU, Harringay, N4 1RU",7500000.0,"3,000 ",
422,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",1500000.0,515 ,
423,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.0,"1,133 ",
424,"D1 Use Building For Sale, 14A Stowage, Deptford, SE8 3ED",750000.0,"3,600 ",
425,"Unit 20 & 21, Cranford Way, London, N8 9DG",1500000.0,"9,055 ",
426,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",390000.0,"1,491 "," 3,036 "
427,"138-146, High Road, Streatham, SW16 1BJ",2700000.0,"16,932 ",
428,"Residential Development Opportunity, 91B Mora Road, Cricklewood, NW2 6TB",,"3,373 ",
429,"For Sale By Informal Tender - Land & Garages, Putn, 54-74 Westleigh Avenue, London, SW15 6XF",,"6,405 ",
430,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
431,"Office Suite In Excellent Condition, Suite 37, Beaufort Court , Admirals Way, London, E14 9XL",,"1,400 ",
432,"Martins Yard, 198 Drakefell Road, London, SE4 2DS",9500000.0,38785 ,
433,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",947000.0,"1,993 ",
434,"Restaurant with Residential Above, 195 Castelnau, Barnes, SW13 9ER",1400000.0,"2,182 ",
435,"Wightman Road, Harringay N4, N4 1RU, Harringay, N4 1RU",7500000.0,"3,000 ",
436,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",1500000.0,515 ,
437,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.0,"1,133 ",
438,"D1 Use Building For Sale, 14A Stowage, Deptford, SE8 3ED",750000.0,"3,600 ",
439,"Unit 20 & 21, Cranford Way, London, N8 9DG",1500000.0,"9,055 ",
440,"Mixed Use Ground Floor Units For Sale, Hope Wharf, 37 Greenwich High Road, Greenwich, SE10 8LR",390000.0,"1,491 "," 3,036 "
441,"138-146, High Road, Streatham, SW16 1BJ",2700000.0,"16,932 ",
442,"Residential Development Opportunity, 91B Mora Road, Cricklewood, NW2 6TB",,"3,373 ",
443,"For Sale By Informal Tender - Land & Garages, Putn, 54-74 Westleigh Avenue, London, SW15 6XF",,"6,405 ",
444,"379 Upper Richmond Road, London, SW15 5QJ",850000.0,"2,352 ",
445,"Office Unit - To Let/For Sale, 17 Hardwicks Square, Wandsworth, SW18 4AG",1400000.0,"4,288 ",
446,"Office Suite In Excellent Condition, Suite 37, Beaufort Court , Admirals Way, London, E14 9XL",,"1,400 ",
447,"Martins Yard, 198 Drakefell Road, London, SE4 2DS",9500000.0,38785 ,
448,"Retail Premises With 1st Floor Office, 253-255 Putney Bridge Road, Wandsworth, SW15 2PU",947000.0,"1,993 ",
449,"Restaurant with Residential Above, 195 Castelnau, Barnes, SW13 9ER",1400000.0,"2,182 ",
450,"Wightman Road, Harringay N4, N4 1RU, Harringay, N4 1RU",7500000.0,"3,000 ",
451,"Retail & Residential Investment, 119 Cricklewood Broadway, Cricklewood, NW2 3JG",1500000.0,515 ,
452,"Business Premises With Residential Above, 351 King Street, Hammersmith, W6 9NH",450000.0,"1,133 ",
